id,age,gender,area,status,education,consuptionAbility,device,work,connectionType,behavior
1006,9,,1,,,,,,,
1007,20,,1,,,,,,,
1008,,,1,,,,,,,
1009,31,,,,,,,,,
1010,,,,,,,,,,
1011,8,,2,,2,,,,,
1012,,,,,,,,,,
1013,,,328,,,,,,,
1014,8,,60,,,,,,,34
1015,17,,,,,,,,,
1016,8,,,,,,,,,7
1017,2,1,3,6,,,,,,
1018,9,,1,,,,,,,
1019,13,,,,,,,,,
1020,24,,1,,,,,,,
1021,10,,1,,,,,,,
1022,31,,,,,,,,,
1023,31,,,,,,,,,
1024,31,,112,,,,,,,
1025,3,1,30,,,,,,,18
1026,31,,,,,,,,,
1027,4,,394,1,,,,,,
1028,45,,1,,,,,,,
1029,16,,,,,,,,,
1030,5,,1,,,,,,,
1031,4,,1,,,,,,,
1032,12,,2,,,,,,,
1033,14,1,81,,5,,,,,
1034,11,,1,,,,,,,
1035,3,1,23,,,,,,3,5
1036,3,,1,,,,,,,13
1037,,,1,,,,,,,
1038,,,1,,,,,,,
1039,16,1,,,,,1,,,2
1040,12,,,,,,,,,
1041,7,1,23,,,,,,3,5
1042,8,,1,,,,,,,
1043,,,1,,,,,,,
1044,10,,,,4,,,,2,24
1045,10,,20,3,4,1,,,,8
1046,,,96,,,,,,,
1047,8,1,8,7,,,2,,,80
1048,39,,,,,,,,,13
1049,,,1,,,,,,,
1050,20,1,91,,5,1,,,,2
1051,5,,1,,,,,,,8
1052,12,,11,,,,,,2,4
1053,6,,,,,,,,,
1054,,,,,,,,,,
1055,10,,44,3,,,,,,22
1056,40,,,,,,,,,
1057,,,128,,,,,,,
1058,29,,80,,,,,,,38
1059,,,,,,,,,,
1060,6,1,1,,4,,,,,34
1061,8,,60,,,,,,,34
1062,16,,1,,,,,,,
1063,31,,,,,,,,,
1064,10,,,,4,,,,2,24
1065,10,,,,4,,,,2,21
1066,,,2,,,,,,,
1067,12,,,,,,,,,
1068,,,1,,,,,,,
1069,31,,,,,,,,,
1070,7,1,94,,,,,,,
1071,28,,,,,,,,,
1072,9,,,,,,,,,
1073,14,,124,,,,,,,
1074,31,,,,,,,,,
1075,,,2,,,,,,,
1076,37,,18,,,,,,,4
1077,8,,2,,,,,,,
1078,19,,,,,,,,,
1079,8,,,,,,,,,
1080,31,,,,,,,,,
1081,,,,,,,,,,
1082,,,1,,,,,,,
1083,16,,1,,,,,,,13
1084,31,,,,,,,,,
1085,6,1,31,,,,,,,53
1086,,,1,,,,,,,
1087,5,,10,,,,,,,
1088,17,,,,,,,,,
1089,22,,2,3,,,,,,10
1090,36,,1,,,,,,,
1091,25,,,,,,,,,
1092,24,,,,,,,,,
1093,3,,1,2,,,,,,
1094,20,,,,,,,,,
1095,34,,1,,,,,,,
1096,31,,,,,,,,,
1097,4,,,,,,,,,
1098,27,1,31,,,,,,,53
1099,9,,1,,,,,,,
1100,,,,,,,,,,
1101,,,,,,,,,,
1102,31,,,,,,,,,
1103,11,,1,,,,,,,
1104,11,,,,,,,,,
1105,111,3,,4,5,,,,,
1106,19,,,,,,,,,
1107,12,1,2,,,,,,,69
1108,,,1,,,,,,,
1109,22,1,,,,,,,,
1110,31,,,,,,,,,
1111,20,,,,,,,,,
1112,,,1,,,,,,,
1113,7,,1,2,,,,,,
1114,31,,,,,,,,,
1115,31,,,,,,,,,
1116,10,1,31,,,,,,,53
1117,4,1,23,,,,,,3,5
1118,23,,3,,4,,,,,
1119,4,,40,,,,,,,
1120,31,,,,,,,,,
1121,,,1,,,,,,,
1122,17,,,,,,,,,
1123,,,,,,,,,,
1124,34,,1,2,,,,,,
1125,,,,,,,,,,
1126,,1,,,,,,,,
1127,12,1,,,,,,,,
1128,,,,,,,,,,
1129,13,,,,,,,,,
1130,,,,,,,,,,
1131,31,,,,,,,,,
1132,20,,2,,3,,,,,8
1133,11,,12,6,,,,,,5
1134,29,,72,,,,,,,
1135,,,,,,,,,,
1136,10,,,,,,,,,
1137,,,,,,,,,,
1138,19,,,,,,,,,
1139,31,,,,,,,,,
1140,6,,1,,,,,,,
1141,2,1,3,,,,,,,
1142,,,1,,,,,,,
1143,44,,,,,,,,,
1144,,,1,,,,,,,
1145,29,,,,,,,,,
1146,14,,,,,,,,,
1147,8,,31,,,,,,2,4
1148,,,260,,,,,,,
1149,,,,,,,,,,
1150,13,1,31,,,,,,,53
1151,24,1,,,,,,,,
1152,18,,,,,,,,,7
1153,8,,,,,,,,,
1154,,,,,,,,,,
1155,17,,3,,4,,,,,
1156,,,,,,,,,,
1157,31,,,,,,,,,
1158,28,,3,,4,,,,,
1159,,,348,,,,,,,
1160,37,,,4,,1,,,,
1161,34,,,,,,,,,
1162,6,,1,,,,,,,
1163,22,,2,3,,,,,,10
1164,,,,,,,,,,
1165,35,,1,,,,,,,
1166,25,1,68,,,,,,,77
1167,22,1,94,,,,,,,
1168,,,,,,,,,,
1169,5,,,,4,,,,2,24
1170,29,,1,,,,,,,
1171,19,1,4,,,,,,,6
1172,24,,,,,,,,,
1173,12,1,31,,,,,,,53
1174,4,,2,,2,,,,,
1175,6,,1,,,,,,,
1176,6,,,,,,,,,
1177,5,,1,,4,,,,,89
1178,21,,1,,,,,,3,11
1179,6,,,,,,,,,22
1180,27,,,,,,,,,
1181,10,,60,,,,,,,34
1182,16,1,94,,,,,,,
1183,13,,12,,,,,,,13
1184,7,,,,,,,,,
1185,24,,,,,,,,,22
1186,31,,1,,,,,,,
1187,10,,,,4,,,,2,11
1188,7,1,,,,,,,,44
1189,31,,,,,,,,,
1190,,,,,,,,,,
1191,,,,,,,,,,
1192,44,1,38,,1,,,,4,7
1193,,,,,,,,,,
1194,22,,1,,,,,,,8
1195,3,,,,,,,,,24
1196,34,,1,2,,,,,,
1197,34,,1,2,,,,,,
1198,2,,1,,,,,,,
1199,10,,20,3,4,1,,,,8
1200,31,,,,,,,,,
1201,25,,1,,,,,,,37
1202,,,2,,,,,,,
1203,15,,10,,,,,,,
1204,,,,,,,,,,
1205,13,,,,,,,,,
1206,12,,,,,,,,,
1207,38,,,4,5,,,,,
1208,,,,,,,,,,
1209,13,,,,,,,,,
1210,,,60,,,,,,,
1211,33,,,,,,,,,
1212,,,,,,,,,,
1213,5,,,,,,,,,
1214,13,,,,,,,,,
1215,27,,,,,,,,,
1216,,,1,,,,,,,
1217,19,,1,,,,,,,13
1218,38,,2,,3,,,,,8
1219,22,,,,,,,,,
1220,31,,,,,,,,,
1221,8,,,,,,,,,
1222,4,,1,,,,,,,2
1223,22,1,16,,,,,,,73
1224,23,,,,,,,,,
1225,10,,,,,,,,,
1226,4,,1,2,,,,,,
1227,4,,,,,,,,,
1228,15,,,4,5,,,,,
1229,17,1,92,3,6,1,,,,16
1230,22,,1,,,,,,,
1231,,,,,,,,,,3
1232,,,3,,,,,,,
1233,12,,12,,,,,,,13
1234,20,,,,,,,,,
1235,6,,,,,,,,,
1236,2,1,7,,,,,,,
1237,,,31,,,,,,,
1238,21,,1,,,,,,,28
1239,,,474,,,,,,,
1240,31,,,,,,,,,
1241,24,1,18,,,,,,,6
1242,16,,,,,,,,,
1243,,,,,,,,,,
1244,31,,,,,,,,,
1245,7,,1,,,,,,,
1246,22,,,,,,,,,
1247,34,1,48,,,1,,,,3
1248,5,1,13,,,,,,,
1249,,,,,,,,,,
1250,2,1,3,,,,,,,
1251,8,,2,,,,,,,
1252,19,,,,,,,,,
1253,17,1,1,,,,,,,83
1254,9,,57,,5,,,,,18
1255,21,,,,,,,,,
1256,31,,,,,,,,,
1257,22,1,94,,,,,,,
1258,12,1,,,,,,,,
1259,6,,44,3,,,,,,22
1260,22,1,94,,,,,,,
1261,9,,10,,,,,,,
1262,33,,,,,,,,,
1263,7,1,31,,,,,,,53
1264,31,,,,,,,,,
1265,31,,,,,,,,,
1266,14,,,,,,,,,
1267,,,,,,,,,,
1268,31,,,,,,,,,
1269,,,,,,,,,,
1270,22,,1,,,,,,,8
1271,29,1,,,,,,,,30
1272,13,,,,,,,,,
1273,,,,,,,,,,
1274,,,,,,,,,,
1275,3,,,,,,,,,
1276,31,,,,,,,,,
1277,3,1,,,,,,,,56
1278,24,,1,,,,2,,3,27
1279,,,,,,,,,,
1280,,,,,,,,,,
1281,12,,5,,,,,,,
1282,,,,,,,1,,,2
1283,,,1,,,,,,,
1284,18,,1,,,,,,,
1285,,,,,,,,,,79
1286,,,,,,,,,,
1287,24,,,,,,,,,
1288,8,,,,,,,,,
1289,27,,,,,,,,,
1290,8,,,,,,,,,
1291,,,,,,,,,,
1292,25,,60,,,,,,,34
1293,27,,52,,,,1,,2,
1294,8,,6,,,,,,2,
1295,6,,,,,,,,,
1296,,,,,,,,,,
1297,975,1,,,,,,,,
1298,31,,,,,,,,,
1299,2,1,10,,,,,,,
1300,2,,4,,,,,,,
1301,27,,17,,,,,,2,21
1302,31,,,,,,,,,
1303,4,,26,,2,,,,,
1304,9,1,25,,,,,,2,24
1305,9,,394,,,,,,,20
1306,28,,72,,,,,,,
1307,19,,,,,,,,,
1308,,,,,,,,,,
1309,,,1,,,,,,,
1310,,,3,,,,,,,5
1311,5,,,,,,,,,
1312,,,,,,,,,,
1313,4,,1,,,,,,,
1314,18,,60,,,,,,,
1315,31,,,,,,,,,
1316,,,,,,,,,,
1317,,,1,,,,,,,
1318,9,,,,,,,,,
1319,12,,1,,,,,,,
1320,12,1,,,,,,,,7
1321,27,,,,,,,,,
1322,22,1,94,,,,,,,
1323,,,1,,,,,,,
1324,22,1,94,,,,,,,
1325,31,,,,,,,,,
1326,38,,,4,5,,,,,
1327,,,,,,,,,,
1328,,,,,,,,,,
1329,29,1,13,,,,,,,
1330,22,,1,,,,,,,8
1331,,,,,,,,,,
1332,31,,,,,,,,,
1333,31,,,,,,,,,
1334,4,,,,,,,,,
1335,34,,1,2,,,,,,
1336,14,,,,,,,,,
1337,15,,10,,,,,,,
1338,,,1,,,,,,,
1339,10,,,,4,,,,2,11
1340,32,,93,,,,,,,4
1341,14,,,,,,,,,
1342,9,1,323,,,,2,,3,27
1343,,,,,,,,,,
1344,12,1,4,3,,,,,,
1345,,,,,,,,,,
1346,25,,2,,3,,,,,8
1347,5,,,,,,,,,
1348,6,,11,,,,,,,
1349,7,,,,,,,,,
1350,24,,,,,,,,,
1351,,,,,,,,,,
1352,10,,,,4,,,,2,11
1353,31,,,,,,,,,
1354,27,,1576,,,,,,,13
1355,7,,,,,,,,,
1356,,,394,,,,,,,
1357,,,,,,,,,,
1358,26,,12,,,,,,,
1359,22,1,4,,,,,,,
1360,11,,3,,,,,,,5
1361,,,1,,,,,,,
1362,,,1,,,,,,,
1363,,,,,,,,,,
1364,,,,,,,1,,,2
1365,6,,4,,,,,,,11
1366,,,,,,,,,,
1367,18,1,81,,5,,,,,
1368,,,1,,,,,,,
1369,974,,10,,,,,,,
1370,,,1,,,,,,,
1371,10,,,,4,,,,2,61
1372,24,1,2,,,,,,,163
1373,37,,18,,,,,,,4
1374,11,,2,,,,,,,
1375,31,,,,,,,,,
1376,3,1,94,,,,,,,
1377,17,1,13,,,,,,,
1378,19,,,,,,,,,
1379,,,,,,,,,,
1380,17,1,23,,,,,,,7
1381,34,,1,2,,,,,,
1382,5,,1,,,,,,,
1383,,,,,,,,,,
1384,2,,1,,,,,,,
1385,12,,,,,,,,,
1386,,,,,,,,,,
1387,,,,,,,,,,
1388,4,,60,,,,,,,34
1389,12,1,,,,,,,,
1390,,,64,,,,,,,
1391,,,1,,,,,,,
1392,,,1,,,,,,,
1393,,,1,,,,,,,
1394,,,,,,,,,,
1395,,,,,,,,,,
1396,8,,2,,,,,,,
1397,27,1,,,,,,,,
1398,,,,,,,,,,
1399,31,,,,,,,,,
1400,15,,12,6,,,,,,5
1401,3,,1,,,,,,,
1402,31,,,,,,,,,
1403,984,,54,,,,,,,
1404,,,2,,,,,,,
1405,3,,3,,,,,,,221
1406,6,,1,,,,,,,
1407,41,1,2,,,,,,,163
1408,38,,,,,,,,,
1409,15,,13,,4,,,,,3
1410,,,,,,,,,,
1411,21,,,,,,,,,
1412,27,,1576,,,,,,,13
1413,3,,20,3,4,1,,,,8
1414,21,,,,,,,,,
1415,,,,,,,,,,
1416,11,,,,,,,,,
1417,14,,,,,,,,,
1418,34,,29,,5,,,,,
1419,31,,,,,,,,,
1420,9,,,,,,,,,
1421,9,,12,,,,,,,13
1422,6,,,,,,,,,
1423,24,,1,,,,,,,
1424,25,1,46,,,,,,,
1425,14,,1,,,,,,,
1426,,,,,,,,,,
1427,,,1,,,,,,,
1428,9,,,,,,,,,
1429,,,,,,,,,,
1430,31,,,,,,,,,
1431,21,,,,,,,,,
1432,10,,,,,,,,,
1433,9,,,,,,,,,
1434,22,1,4,,,,,,,
1435,976,,2,,,,,,,10
1436,,,,,,,,,,
1437,31,,,,,,,,,
1438,19,,,,,,,,,
1439,10,,,,,,,,,
1440,,,,,,,,,,
1441,38,,,4,5,,,,,
1442,31,,,,,,,,,
1443,42,,1,,,,,,,
1444,43,,1,,,,,,,
1445,19,,,,,,,,,
1446,38,,2,,3,,,,,8
1447,2,1,14,,,,,,,
1448,,,1,,,,,,,
1449,,,,,,,,,,
1450,22,,1,,,,,,,
1451,2,1,7,,,,,,,
1452,31,,,,,,,,,
1453,,,26,,,,,,,
1454,22,,,,,,,,,
1455,4,1,94,,,,,,,
1456,,,394,,,,,,,
1457,24,,394,,,,,,,20
1458,980,,1,,,,,,,
1459,12,1,1,,,,,,,
1460,,,,,,,,,,
1461,,,54,,,,,,,
1462,8,,52,,,,1,,2,
1463,31,,,,,,,,,
1464,12,,,,,,,,,
1465,,,1,,,,,,,
1466,31,,,,,,,,,
1467,27,1,31,,,,,,,53
1468,27,,52,,,,1,,2,
1469,25,,1,,,,,,,
1470,13,,,,,,,,,
1471,,,1,,,,,,,
1472,4,,1,,,,,,,
1473,10,,,,,,,,,
1474,2,1,7,,,,,,,
1475,21,,,,,,,,,
1476,7,1,,,,,,,,7
1477,,,32,,,,,,,
1478,12,1,21,,,,,,,3
1479,36,,1,,,,,,,
1480,,,,,,,,,,
1481,27,1,16,,,,,,,73
1482,,,,,,,,,,
1483,19,,,,,,,,,
1484,31,,1,,,,,,,
1485,12,,15,,,,,,,
1486,34,,1,2,,,,,,
1487,31,,,,,,,,,
1488,11,,5,,,,,,,29
1489,,,64,,,,,,,
1490,7,,1,,,,,,,
1491,,,,,,,,,,
1492,19,,,,,,,,,
1493,20,,54,,,,,,,
1494,31,,,,,,,,,
1495,31,,,,,,,,,
1496,8,,,,,,,,,
1497,9,,,,,,,,,
1498,31,,,,,,,,,
1499,20,,4,,5,,,,,13
1500,21,,1,,,,,,,2
1501,16,,,,,,,,,
1502,27,1,31,,,,,,,53
1503,,,,,,,,,,
1504,,,130,,,,,,,
1505,,,,,,,,,,
1506,21,,,,,,,,,
1507,,,96,,,,,,,
1508,10,,,,4,,,,2,61
1509,32,,,,,,,,,
1510,15,,1,,,,,,,
1511,,,,,,,,,,
1512,11,,12,,,,,,,
1513,17,,,,,,,,,
1514,31,,,,,,,,,
1515,20,,1,,,,,,,
1516,20,,,,,,,,,
1517,25,,,,,,,,,
1518,,,,,,,,,,
1519,19,,,,,,,,,
1520,,,1,,,,,,,
1521,42,,,,,,,,,
1522,12,,,,,,,,,
1523,15,,1,,,,,,,
1524,,,1,,,,,,,
1525,10,,60,,,,,,,34
1526,7,,3,,,,,,,
1527,6,,11,,,,,,2,4
1528,38,,,4,5,,,,,
1529,31,,,,,,,,,
1530,975,,11,,,,,,2,4
1531,49,,,,,,,,,
1532,,,1,,,,,,,
1533,8,,,,,,,,,
1534,11,,1,,,,,,,
1535,22,,1,,,,,,,
1536,34,,54,,5,,,,,
1537,,,1,,,,,,,
1538,,,,,,,,,,2
1539,21,,1,,,,,,,
1540,11,,1,,,,,,,
1541,,,,,,,,,,
1542,47,,1,,,,,,3,11
1543,,,1,,,,,,,
1544,31,,,,,,,,,
1545,,,394,,,,,,,
1546,,,,,,,,,,
1547,37,,1,,,,,,,
1548,,,,,,,,,,
1549,3,,,,,,,,,
1550,29,,,,,,,,,
1551,16,,11,,,,,,2,4
1552,19,1,2,,,,,,,69
1553,35,,1,,4,,,,,
1554,6,1,66,,,,,,,38
1555,18,,2,3,,,,,2,
1556,29,,,,,,,,,
1557,17,,,,,,,,,
1558,12,1,,,,,,,,
1559,,,,,,,,,,
1560,,,,,,,,,,
1561,31,,,,,,,,,
1562,3,1,2,,,,,,,69
1563,31,,,,,,,,,
1564,5,,1,,,,,,,
1565,28,,,,,,,,,
1566,31,,,,,,,,,
1567,,,1,,,,,,,
1568,,,3,,1,,,,2,
1569,31,,,,,,,,,
1570,13,,1,,,,,,,
1571,,,394,,,,,,,
1572,45,,,,,,,,,
1573,,,1,,,,,,,
1574,31,,,,,,,,,
1575,6,,1,,,,,,,
1576,15,,1,,,,,,,
1577,27,1,,4,,,,,,
1578,16,1,25,,,,,,2,24
1579,4,1,4,3,,,,,,
1580,,,1,,,,,,,
1581,31,,,,,,,,,
1582,,,,,,,,,,
1583,14,,,,,,,,,
1584,,,,,,,,,,
1585,39,,,,,,,,,22
1586,32,,72,,,,,,,
1587,33,,,,,,,,,
1588,6,1,4,3,,,,,,
1589,17,,,,,,,,,
1590,6,,42,,,,,,3,32
1591,975,1,,,,,,,,
1592,30,,,,,,,,,
1593,4,,,,,,,,,
1594,14,1,81,,5,,,,,
1595,9,,1,,,,,,,
1596,9,,1,,,,,,3,11
1597,7,,1,,,,,,,
1598,7,,32,,1,,,,2,
1599,7,,,,,,,,,
1600,19,,2,,4,,,,,27
1601,31,,,,,,,,,
1602,9,1,30,,,,,,,18
1603,,,18,,,,,,,
1604,37,,,4,,1,,,,
1605,22,1,94,,,,,,,
1606,34,,1,2,,,,,,
1607,31,,,,,,,,,
1608,19,,,,,,,,,
1609,21,1,16,,,,,,,73
1610,9,,,,,,,,,
1611,4,,198,3,,,,,,22
1612,31,,,,,,,,,
1613,7,,394,1,,,,,,
1614,3,,,,,,,,,
1615,,,,,,,,,,
1616,20,,12,6,,,,,,5
1617,9,1,1,,,,,,,
1618,,,3,,,,,,,
1619,10,,,,4,,,,2,19
1620,33,,1,,,,,,,
1621,6,,11,,,,,,2,4
1622,,,,,,,,,,36
1623,14,,,,,,,,,
1624,17,,,,,,,,,
1625,16,,,,,,,,,
1626,,,1,,,,,,,
1627,16,,,,,,,,,
1628,12,1,,,,,,,,
1629,,,1,,,,,,,
1630,25,,24,,,,,,,
1631,4,1,20,3,,,,,,
1632,,,,,1,,1,,,
1633,36,,1,,,,,,,
1634,7,,,,,,,,,
1635,31,,,,,,,,,
1636,3,,,,,,,,,24
1637,22,,,,,,,,,
1638,,,1,,,,,,,
1639,5,1,94,,,,,,,
1640,31,,,,,,,,,
1641,13,,72,,,,,,,
1642,11,,17,,,,,,2,21
1643,,,,,,,,,,
1644,13,,,,,,,,,
1645,11,,4,,,,,,,11
1646,6,,,,,,,,,
1647,31,,,,,,,,,
1648,17,,,,,,,,,
1649,,,130,,,,,,,
1650,31,,,,,,,,,
1651,27,,52,,,,1,,2,
1652,6,,,,,,,,,
1653,17,,,,,,,,,
1654,13,,1,,,,,,,
1655,5,,2,,3,,,,,8
1656,2,1,3,,,,,,,
1657,,,1,,,,,,,
1658,20,,,,,,,,,
1659,,,,,,,,,,
1660,31,,,,,,,,,
1661,4,1,20,3,,,,,,
1662,27,,1576,,,,,,,13
1663,34,,5,,,,,,,
1664,31,,,,,,,,,
1665,,,64,,,,,,,
1666,975,1,,,,,,,,
1667,42,,,,,,,,,
1668,,,3,,,,,,,
1669,32,,,,,,,,,
1670,,,1,,,,,,,
1671,31,,,,,,,,,
1672,8,,,,,,,,,
1673,4,,3,,,,,,,221
1674,4,,,,,,,,,
1675,975,,11,,,,,,,
1676,,,1,,,,,,,
1677,24,,,,,,,,,
1678,6,,,,,,,,,
1679,22,,1,,,,,,,
1680,19,,,,,,,,,
1681,9,,1,,,,,,,
1682,46,,,,,,,,,
1683,15,,1,,,,,,,
1684,,,1,,,,,,,
1685,,,25,,,,,,,
1686,9,,,,,,,,,
1687,37,,10,,,,,,,
1688,10,,,,4,,,,2,21
1689,980,,2,,,,,,,26
1690,10,,,,4,,,,2,11
1691,36,,5,,,,,,,29
1692,19,,1,,,,,,,13
1693,31,,1,,,,,,,
1694,,,1,,,,,,,
1695,16,,,,,,,,,
1696,4,,7,,,,,,,4
1697,21,,,,,,,,,
1698,31,,,,,,,,,
1699,13,,1,,,,,,,
1700,,,1,,,,,,,
1701,4,,,,,,,,,
1702,,,1,,,,,,,
1703,,,,,,,,,,
1704,6,,1,,,,,,,
1705,10,,,,,,,,,
1706,6,,,,,,,,,
1707,31,,,,,,,,,
1708,8,1,201,,3,1,3,,4,13
1709,2,1,6,4,,,,,,
1710,31,,,,,,,,,
1711,24,,1,,,,,,,
1712,,,1,,,,,,,
1713,3,,1,,,,,,,
1714,10,,,,4,,,,2,61
1715,7,,3,,,,,,,5
1716,,,1,,,,,,,
1717,11,,1,,,,,,,
1718,31,,,,,,,,,
1719,22,,4,,,,,,,
1720,,,394,,,,,,,
1721,,,260,,,,,,,
1722,,,,,,,,,,
1723,,,,,,,,,,
1724,13,,1,,,,,,,
1725,,1,,,,,,,,
1726,29,,,,,,,,,
1727,22,1,4,,,,,,,
1728,,,9,,,,,,,
1729,32,,,,,,,,,
1730,24,,,,,,,,,
1731,16,,,,,,,,,
1732,7,,1,,,,,,,
1733,14,,1,,,,,,,
1734,31,,,,,,,,,
1735,,,394,,,,,,,
1736,5,,,,,,,,,
1737,,,1,,,,,,,
1738,,,394,,,,,,,
1739,,,,,,,,,,
1740,22,,1,,,,,,,2
1741,,,,,,,,,,
1742,37,,,,,,,,,
1743,6,,56,,,,,,,
1744,9,1,,,,,,,,
1745,3,,,,,,,,,
1746,,,,,,,,,,
1747,11,,,,,,,,,
1748,31,,,,,,,,,
1749,30,,2,,3,,,,,8
1750,,,,,,,,,,
1751,31,,,,,,,,,
1752,,,,,,,,,,
1753,31,,1,,,,,,,3
1754,26,,1,,,,,,,
1755,36,,1,,,,,,,
1756,5,,,,,,,,,
1757,10,,,,4,,,,2,19
1758,31,,,,,,,,,
1759,,,1,,,,,,,
1760,3,,,,,,,,,
1761,6,,4,,,,,,,11
1762,,,62,,,,,,,
1763,,,1,,,,,,,
1764,10,1,94,,,,,,,
1765,31,,,,,,,,,
1766,,,394,,,,,,,
1767,31,,,,,,,,,
1768,4,1,4,3,,,,,,
1769,4,,62,,,,,,,
1770,14,,,,,,,,,
1771,31,,,,,,,,,
1772,31,,,,,,,,,
1773,18,,2,,,,,,,10
1774,,,1,,,,,,,
1775,22,1,16,,,,,,,73
1776,9,1,323,,,,2,,3,27
1777,8,,,,,,,,,
1778,,,394,,,,,,,
1779,23,,1,,,,,,,
1780,,,,,,,,,,
1781,6,,,,,,,,,
1782,7,1,30,,,,,,,18
1783,25,,,,,,,,,
1784,31,,,,,,,,,
1785,17,,1,,,,,,,
1786,7,,,,,,,,,22
1787,48,,,,,,,,,
1788,,,1,,,,,,,
1789,,,,,,,,,,
1790,8,,3,,,,,,,
1791,,,,,,,,,,
1792,10,,,,,,,,,
1793,23,,,,,,,,,
1794,42,,3,,,,,,,
1795,13,,1,,,,,,,
1796,19,,,,,,,,,
1797,9,,4,,5,,,,,18
1798,,,,,,,,,,
1799,39,,,,,,,,,
1800,,,,,,,,,,
1801,,,1,,,,,,,
1802,12,,,,,,,,,
1803,11,,32,,,,,,,
1804,,,,,,,,,,
1805,37,,1,,,,,,,
1806,35,1,16,,,,,,,73
1807,17,1,1,,,,,,,83
1808,35,,1,,4,,,,,
1809,,,,,,,,,,
1810,34,,1,2,,,,,,
1811,,,,,,,,,,
1812,5,,1,,,,,,,
1813,17,,198,3,,,,,,22
1814,,,1,,,,,,,
1815,,,,,,,,,,
1816,10,1,94,,,,,,,
1817,,1,,,,,,,2,2
1818,31,,,,,,,,,
1819,31,,,,,,,,,
1820,4,1,16,,,,,,,73
1821,,,1,,,,,,,
1822,10,,,,4,,,,2,11
1823,47,,1,,,,,,3,11
1824,,,,,,,,,,
1825,12,1,1,,,,,,,
1826,11,,1,,,,,,,
1827,14,,54,,,,,,,
1828,9,,,,,,,,,
1829,,,,,,,,,,
1830,975,1,,,,,,,,
1831,17,,,,,,,,,
1832,23,,1,,,,,,,
1833,,,1,,,,,,,
1834,10,,,,4,,,,2,11
1835,,,,,,,,,,
1836,31,,,,,,,,,
1837,15,,,,,,,,,
1838,11,,1,,,,,,,
1839,4,,31,,,,,,2,4
1840,7,,,,,,,,,
1841,8,,5,,,,,,,
1842,6,1,16,,,,,,,73
1843,8,,5,,,,,,,
1844,,,,,,,,,,
1845,4,,1,,,,,,,
1846,14,1,,,,,,,2,2
1847,31,,,,,,,,,
1848,,,,,,,,,,
1849,13,,,,,,,,,
1850,6,1,,,,,,,,30
1851,31,,,,,,,,,
1852,11,,,,,,,,,
1853,975,,11,,,,,,,
1854,23,1,,,,,1,,,2
1855,48,,1,,,,,,,
1856,23,,,,,,,,,
1857,22,1,,,,,,,,
1858,31,,,,,,,,,
1859,,,,,,,,,,
1860,22,,2,,,,,,,49
1861,5,,1,,,,,,,
1862,14,,1,,,,,,,
1863,13,,,,,,,,,
1864,,,,,,,,,,
1865,15,,,,,,,,,
1866,26,1,,,,,,,,23
1867,13,,,,,,,,,
1868,31,,,,,,,,,
1869,,,,,,,,,,
1870,7,1,,,,,,,,4
1871,27,1,31,,,,,,,53
1872,10,,,,4,,,,2,61
1873,,,,,,,,,,
1874,31,,,,,,,,,
1875,31,,,,,,,,,
1876,,,2,,,,,,,
1877,4,,56,,,,,,,15
1878,9,,394,,,,,,,20
1879,7,,175,,6,,,,2,174
1880,31,,,,,,,,,
1881,25,,2,,3,,,,,8
1882,30,,,,,,,,,
1883,31,,,,,,,,,
1884,31,,,,,,,,,
1885,3,,,,,,,,,
1886,,,,,,,,,,
1887,6,,42,,,,,,3,32
1888,,,1,,,,,,,
1889,33,,22,,,,,,,
1890,31,,,,,,,,,
1891,27,,52,,,,1,,2,
1892,31,,,,,,,,,
1893,4,,,,,,,,,
1894,,,1,,,,,,,
1895,25,,3,,,,,,,
1896,19,1,2,,,,,,,69
1897,10,,1,,,,,,,
1898,22,1,94,,,,,,,
1899,12,,47,,,,,,,31
1900,6,,11,,,,,,,
1901,,,1,,,,,,,
1902,,,,,,,,,,
1903,3,,27,,4,,,,,16
1904,31,,,,,,,,,
1905,3,,10,,6,,,,,
1906,22,,,,,,,,,
1907,14,,124,,,,,,,
1908,31,,,,,,,,,
1909,22,1,2,,,,,,,
1910,4,,40,,,,,,,
1911,34,,1,2,,,,,,
1912,14,,,,,,,,,
1913,,,,,,,,,,2
1914,18,,2,,3,,,,,8
1915,,,394,,,,,,,
1916,37,,124,,,,,,,
1917,17,,,,,,,,,
1918,,,1,,,,,,,
1919,20,,394,,,,,,,44
1920,20,1,1,,,,,,,
1921,23,,,,,,,,,
1922,31,,,,,,,,,
1923,,,1,,,,,,,
1924,,,1,,,,,,,
1925,37,,,,,,,,,
1926,7,,1,,,,,,,
1927,31,,,,,,,,,
1928,,,1,,,,,,,
1929,,,,,,,1,,,2
1930,41,,,,,,,,,
1931,46,,1,,,,,,,
1932,16,,,,,,,,,
1933,24,,,,,,,,,
1934,,,1,,,,,,,
1935,27,,,,,,,,,
1936,,,394,,,,,,,
1937,,,394,,,,,,,
1938,7,,2,,3,,,,,8
1939,24,,1,,,,,,,
1940,,,,,,,,,,
1941,10,,,,,,,,,
1942,,,1,,,,,,,
1943,,,1,,,,,,,
1944,31,,,,,,,,,
1945,13,,132,,,,,,,
1946,7,,394,1,,,,,,
1947,44,,,,,,,,,
1948,44,,,,,,,,,
1949,3,,2,3,,,,,,10
